City,Brand,Model,Year,Type,Color,Displacement,HP,Fuel type,Mielage,Transmission,Drivetrain,New,Price
Bakı,Mercedes,C 220,1999,Universal,Gümüşü,2.2 L,143 a.g.,Dizel,270 000 km,Avtomat,Arxa,Xeyr,13000 AZN
Xaçmaz,Mercedes,C 180,1998,Sedan,Qara,1.8 L,122 a.g.,Benzin,278 698 km,Avtomat,Arxa,Xeyr,10900 AZN
Bakı,Mercedes,C 200,2006,Sedan,Qara,2.0 L,143 a.g.,Benzin,156 000 km,Avtomat,Arxa,Xeyr,14800 AZN
Bakı,Mercedes,C 220,1999,Sedan,Qızılı,2.2 L,143 a.g.,Dizel,250 000 km,Avtomat,Tam,Xeyr,12800 AZN
Bakı,Mercedes,C 180,1998,Sedan,Gümüşü,1.8 L,122 a.g.,Benzin,184 000 km,Avtomat,Arxa,Xeyr,11400 AZN
Bakı,Mercedes,C 220,2002,Universal,Gümüşü,2.0 L,143 a.g.,Dizel,460 000 km,Avtomat,Arxa,Xeyr,13500 AZN
Biləsuvar,Mercedes,C 220,1999,Universal,Gümüşü,2.2 L,143 a.g.,Dizel,403 000 km,Avtomat,Arxa,Xeyr,13500 AZN
Bakı,Mercedes,C 180,1998,Universal,Göy,1.8 L,122 a.g.,Benzin,398 000 km,Avtomat,Arxa,Xeyr,9500 AZN
Sumqayıt,Mercedes,C 230,1998,Sedan,Gümüşü,2.3 L,150 a.g.,Benzin,286 250 km,Avtomat,Arxa,Xeyr,11500 AZN
Bakı,Mercedes,C 220,1998,Universal,Göy,2.2 L,146 a.g.,Dizel,556 000 km,Mexaniki,Arxa,Xeyr,10800 AZN
Bakı,Mercedes,C 180,2014,Sedan,Qara,1.6 L,167 a.g.,Benzin,102 000 km,Avtomat,Arxa,Xeyr,31500 $
Sumqayıt,Mercedes,C 240,2002,Sedan,Qara,2.6 L,177 a.g.,Benzin,469 700 km,Avtomat,Arxa,Xeyr,11700 AZN
Sumqayıt,Mercedes,C 200,1999,Sedan,Qara,2.0 L,175 a.g.,Benzin,366 000 km,Avtomat,Arxa,Xeyr,12500 AZN
Sumqayıt,Mercedes,C 220,2000,Sedan,Gümüşü,2.2 L,150 a.g.,Dizel,300 000 km,Avtomat,Arxa,Xeyr,12700 AZN
Bakı,Mercedes,C 280,1995,Sedan,Qara,2.8 L,193 a.g.,Benzin,394 000 km,Avtomat,Arxa,Xeyr,6900 AZN
Bakı,Mercedes,C 230,1999,Sedan,Gümüşü,2.3 L,150 a.g.,Benzin,200 000 km,Avtomat,Arxa,Xeyr,11200 AZN
Bakı,Mercedes,C 180,2014,Sedan,Qara,1.6 L,156 a.g.,Benzin,59 500 km,Avtomat,Arxa,Xeyr,32700 $
Bakı,Mercedes,C 32 AMG,2001,Sedan,Ağ,3.2 L,284 a.g.,Benzin,254 000 km,Avtomat,Arxa,Xeyr,12500 AZN
Bakı,Mercedes,C 230,1997,Sedan,Yaşıl,2.3 L,150 a.g.,Benzin,25 500 km,Avtomat,Arxa,Xeyr,9000 AZN
Bakı,Mercedes,C 220,1998,Sedan,Qırmızı,2.2 L,143 a.g.,Dizel,290 000 km,Mexaniki,Arxa,Xeyr,11300 AZN
Bakı,Mercedes,C 220,2009,Sedan,Gümüşü,2.2 L,170 a.g.,Dizel,310 000 km,Avtomat,Arxa,Xeyr,28800 AZN
Cəlilabad,Mercedes,C 240,1998,Sedan,Göy,2.4 L,170 a.g.,Benzin,299 880 km,Avtomat,Arxa,Xeyr,12500 AZN
Bakı,Mercedes,C 180,1999,Sedan,Gümüşü,1.8 L,122 a.g.,Benzin,254 803 km,Avtomat,Arxa,Xeyr,12400 AZN
Sumqayıt,Mercedes,C 180,1995,Sedan,Yaş Asfalt,1.8 L,122 a.g.,Benzin,378 656 km,Avtomat,Arxa,Xeyr,8000 AZN
Bakı,Mercedes,C 240,2000,Sedan,Yaşıl,2.6 L,177 a.g.,Benzin,156 000 km,Avtomat,Arxa,Xeyr,10500 AZN
Bakı,Mercedes,C 180,1996,Sedan,Gümüşü,1.8 L,122 a.g.,Benzin,140 000 km,Mexaniki,Arxa,Xeyr,8500 AZN
Balakən,Mercedes,C 180,1996,Sedan,Göy,1.8 L,120 a.g.,Benzin,130 000 km,Mexaniki,Arxa,Xeyr,8200 AZN
Quba,Mercedes,C 320,2003,Sedan,Qara,3.2 L,218 a.g.,Benzin,123 000 km,Avtomat,Tam,Xeyr,15500 AZN
Bakı,Mercedes,C 240,1998,Sedan,Gümüşü,2.4 L,170 a.g.,Benzin,195 660 km,Avtomat,Arxa,Xeyr,12500 AZN
Bakı,Mercedes,C 240,2000,Universal,Gümüşü,2.4 L,170 a.g.,Benzin,340 000 km,Avtomat,Arxa,Xeyr,11800 AZN
Qax,Mercedes,C 230,1999,Sedan,Gümüşü,2.3 L,193 a.g.,Benzin,226 000 km,Avtomat,Arxa,Xeyr,11500 AZN
Balakən,Mercedes,C 180,1996,Sedan,Qara,1.8 L,122 a.g.,Benzin,78 000 km,Avtomat,Arxa,Xeyr,8000 AZN
Sumqayıt,Mercedes,C 240,2001,Sedan,Gümüşü,2.4 L,170 a.g.,Benzin,291 000 km,Avtomat,Arxa,Xeyr,11800 AZN
Qusar,Mercedes,C 200,1997,Sedan,Boz,2.0 L,136 a.g.,Benzin,139 000 km,Avtomat,Arxa,Xeyr,12500 AZN
Bakı,Mercedes,C 180,1995,Sedan,Yaşıl,1.8 L,122 a.g.,Benzin,450 000 km,Mexaniki,Arxa,Xeyr,6900 AZN
Sumqayıt,Mercedes,C 230,2005,Sedan,Ağ,1.8 L,190 a.g.,Benzin,230 000 km,Avtomat,Arxa,Xeyr,14800 AZN
Ağstafa,Mercedes,C 180,1996,Sedan,Yaşıl,1.8 L,122 a.g.,Benzin,280 000 km,Mexaniki,Arxa,Xeyr,8700 AZN
Bakı,Mercedes,C 220,2000,Universal,Boz,2.2 L,143 a.g.,Dizel,400 000 km,Avtomat,Arxa,Xeyr,11500 AZN
Astara,Mercedes,C 250,2005,Sedan,Qara,2.5 L,182 a.g.,Benzin,229 999 km,Avtomat,Arxa,Xeyr,15600 AZN
Bakı,Mercedes,C 240,1999,Sedan,Göy,2.4 L,170 a.g.,Benzin,366 506 km,Avtomat,Arxa,Xeyr,12000 AZN
Ağdam,Mercedes,C 180,1997,Sedan,Yaşıl,1.8 L,122 a.g.,Benzin,307 599 km,Avtomat,Arxa,Xeyr,11000 AZN
Sumqayıt,Mercedes,C 200,1999,Sedan,Qara,2.0 L,175 a.g.,Benzin,366 000 km,Avtomat,Arxa,Xeyr,12500 AZN
Sumqayıt,Mercedes,C 240,2002,Sedan,Qara,2.6 L,177 a.g.,Benzin,469 700 km,Avtomat,Arxa,Xeyr,11700 AZN
Bakı,Mercedes,C 180,2014,Sedan,Qara,1.6 L,167 a.g.,Benzin,102 000 km,Avtomat,Arxa,Xeyr,31500 $
Bakı,Mercedes,C 230,2006,Sedan,Ağ,2.3 L,205 a.g.,Benzin,192 145 km,Avtomat,Arxa,Xeyr,18500 AZN
Şirvan,Mercedes,C 180,1998,Sedan,Göy,1.8 L,125 a.g.,Benzin,556 680 km,Avtomat,Arxa,Xeyr,9700 AZN
Sumqayıt,Mercedes,C 220,2000,Sedan,Gümüşü,2.2 L,150 a.g.,Dizel,300 000 km,Avtomat,Arxa,Xeyr,12700 AZN
Bakı,Mercedes,C 180,2014,Sedan,Qara,1.6 L,156 a.g.,Benzin,59 500 km,Avtomat,Arxa,Xeyr,32700 $
Şirvan,Mercedes,C 180,1998,Sedan,Yaşıl,1.8 L,122 a.g.,Benzin,310 000 km,Avtomat,Arxa,Xeyr,11200 AZN
Mingəçevir,Mercedes,C 180,1999,Sedan,Gümüşü,1.8 L,122 a.g.,Benzin,283 000 km,Avtomat,Arxa,Xeyr,12000 AZN
Bakı,Mercedes,C 200,1999,Sedan,Göy,2.0 L,136 a.g.,Benzin,213 321 km,Avtomat,Arxa,Xeyr,12500 AZN
Bakı,Mercedes,C 230,1997,Sedan,Qara,2.3 L,150 a.g.,Benzin,297 060 km,Avtomat,Arxa,Xeyr,9600 AZN
Bakı,Mercedes,C 240,2000,Sedan,Boz,2.6 L,175 a.g.,Benzin,244 880 km,Avtomat,Arxa,Xeyr,9800 AZN
Bakı,Mercedes,C 280,1997,Sedan,Göy,2.8 L,193 a.g.,Benzin,240 861 km,Avtomat,Arxa,Xeyr,11800 AZN
Bakı,Mercedes,C 240,1999,Sedan,Göy,2.4 L,170 a.g.,Benzin,277 000 km,Avtomat,Arxa,Xeyr,12800 AZN
Kürdəmir,Mercedes,C 240,2001,Sedan,Ağ,2.6 L,170 a.g.,Benzin,334 000 km,Avtomat,Arxa,Xeyr,13500 AZN
Gəncə,Mercedes,C 200,1998,Sedan,Göy,2.0 L,136 a.g.,Benzin,215 000 km,Avtomat,Arxa,Xeyr,12400 AZN
Bakı,Mercedes,C 220,1995,Sedan,Boz,2.2 L,146 a.g.,Benzin,427 000 km,Avtomat,Arxa,Xeyr,8400 AZN
Bakı,Mercedes,C 180,1998,Sedan,Yaşıl,1.8 L,122 a.g.,Benzin,240 000 km,Avtomat,Arxa,Xeyr,13500 AZN
Sumqayıt,Mercedes,C 230,2000,Sedan,Ağ,2.3 L,243 a.g.,Benzin,242 112 km,Avtomat,Arxa,Xeyr,13500 AZN
Bakı,Mercedes,C 180,1994,Sedan,Qara,1.8 L,122 a.g.,Benzin,473 000 km,Avtomat,Arxa,Xeyr,8600 AZN
Bakı,Mercedes,C 240,2004,Sedan,Qara,2.6 L,177 a.g.,Benzin,248 000 km,Avtomat,Tam,Xeyr,13500 AZN
Bakı,Mercedes,C 300,2012,Sedan,Göy,3.0 L,231 a.g.,Benzin,55 000 km,Avtomat,Tam,Xeyr,21900 $
Bərdə,Mercedes,C 280,1997,Sedan,Göy,2.8 L,193 a.g.,Benzin,156 248 km,Avtomat,Arxa,Xeyr,11000 AZN
Bakı,Mercedes,C 180,1993,Sedan,Gümüşü,1.8 L,122 a.g.,Benzin,260 000 km,Avtomat,Arxa,Xeyr,11000 AZN
Bakı,Mercedes,C 200,1999,Sedan,Gümüşü,2.0 L,136 a.g.,Benzin,138 564 km,Avtomat,Arxa,Xeyr,10500 AZN
Şirvan,Mercedes,C 180,1998,Sedan,Göy,1.8 L,125 a.g.,Benzin,556 680 km,Avtomat,Arxa,Xeyr,9700 AZN
Bakı,Mercedes,C 250,2006,Sedan,Ağ,2.5 L,211 a.g.,Benzin,250 000 km,Avtomat,Arxa,Xeyr,13800 AZN
Sumqayıt,Mercedes,C 220,2000,Universal,Gümüşü,2.2 L,170 a.g.,Dizel,494 000 km,Avtomat,Arxa,Xeyr,12700 AZN
Quba,Mercedes,C 180,1996,Sedan,Qara,1.8 L,122 a.g.,Benzin,264 500 km,Avtomat,Arxa,Xeyr,8400 AZN
Bakı,Mercedes,C 230,2004,Sedan,Qırmızı,1.8 L,150 a.g.,Benzin,270 000 km,Avtomat,Arxa,Xeyr,11850 AZN
Xaçmaz,Mercedes,C 220,1998,Universal,Gümüşü,2.2 L,143 a.g.,Dizel,556 783 km,Mexaniki,Arxa,Xeyr,10500 AZN
Sumqayıt,Mercedes,C 240,2002,Sedan,Qara,2.6 L,177 a.g.,Benzin,469 700 km,Avtomat,Arxa,Xeyr,11700 AZN
Bakı,Mercedes,C 180,2014,Sedan,Qara,1.6 L,167 a.g.,Benzin,102 000 km,Avtomat,Arxa,Xeyr,31500 $
Sumqayıt,Mercedes,C 200,1999,Sedan,Qara,2.0 L,175 a.g.,Benzin,366 000 km,Avtomat,Arxa,Xeyr,12500 AZN
Bakı,Mercedes,C 180,1995,Sedan,Ağ,1.8 L,122 a.g.,Benzin,456 185 km,Avtomat,Arxa,Xeyr,10200 AZN
Bakı,Mercedes,C 180,2018,Sedan,Qara,1.6 L,150 a.g.,Benzin,0 km,Avtomat,Arxa,Bəli,50999 $
Bakı,Mercedes,C 180,2014,Sedan,Qara,1.6 L,156 a.g.,Benzin,59 500 km,Avtomat,Arxa,Xeyr,32700 $
Bakı,Mercedes,C 250,2014,Sedan,Ağ,1.8 L,204 a.g.,Benzin,55 000 km,Avtomat,Arxa,Xeyr,20800 $
Bakı,Mercedes,C 180,2000,Sedan,Gümüşü,1.8 L,122 a.g.,Benzin,255 000 km,Avtomat,Arxa,Xeyr,11900 AZN
Sumqayıt,Mercedes,C 180,1994,Sedan,Yaş Asfalt,1.8 L,122 a.g.,Benzin,470 000 km,Avtomat,Arxa,Xeyr,8000 AZN
Bakı,Mercedes,C 200,1998,Sedan,Gümüşü,2.0 L,136 a.g.,Benzin,268 000 km,Avtomat,Arxa,Xeyr,11900 AZN
Bakı,Mercedes,C 180,1996,Sedan,Qızılı,1.8 L,122 a.g.,Benzin,293 000 km,Avtomat,Arxa,Xeyr,9000 AZN
Sumqayıt,Mercedes,C 280,1998,Sedan,Qara,2.8 L,193 a.g.,Benzin,245 000 km,Avtomat,Arxa,Xeyr,9800 AZN
Bakı,Mercedes,C 240,1999,Sedan,Qara,2.4 L,170 a.g.,Benzin,275 600 km,Avtomat,Arxa,Xeyr,11000 AZN
Bakı,Mercedes,C 180,1996,Sedan,Göy,1.8 L,122 a.g.,Benzin,289 000 km,Mexaniki,Arxa,Xeyr,6800 AZN
Sumqayıt,Mercedes,C 180,1998,Sedan,Yaşıl,1.8 L,122 a.g.,Benzin,350 000 km,Avtomat,Arxa,Xeyr,10500 AZN
Sumqayıt,Mercedes,C 220,2000,Sedan,Gümüşü,2.2 L,150 a.g.,Dizel,300 000 km,Avtomat,Arxa,Xeyr,12700 AZN
Bakı,Mercedes,C 230,2005,Sedan,Yaş Asfalt,1.8 L,190 a.g.,Benzin,210 000 km,Avtomat,Arxa,Xeyr,15500 AZN
Mingəçevir,Mercedes,C 230,1998,Sedan,Qara,2.3 L,150 a.g.,Benzin,258 500 km,Avtomat,Arxa,Xeyr,11500 AZN
Qazax,Mercedes,C 220,2001,Sedan,Göy,2.2 L,224 a.g.,Dizel,345 000 km,Avtomat,Arxa,Xeyr,12100 AZN
Mingəçevir,Mercedes,C 180,1996,Sedan,Yaşıl,1.8 L,122 a.g.,Benzin,382 000 km,Avtomat,Arxa,Xeyr,9300 AZN
Bakı,Mercedes,C 200,1998,Sedan,Gümüşü,2.0 L,136 a.g.,Benzin,370 000 km,Avtomat,Arxa,Xeyr,10800 AZN
Gəncə,Mercedes,C 320,2001,Sedan,Qara,3.2 L,224 a.g.,Benzin,313 658 km,Avtomat,Arxa,Xeyr,11500 AZN
Bakı,Mercedes,C 180,1995,Sedan,Ağ,1.8 L,122 a.g.,Benzin,404 444 km,Avtomat,Arxa,Xeyr,8100 AZN
Bakı,Mercedes,C 200,1999,Sedan,Göy,2.0 L,136 a.g.,Benzin,260 853 km,Avtomat,Arxa,Xeyr,11800 AZN
Xırdalan,Mercedes,C 180,1998,Sedan,Yaşıl,1.8 L,122 a.g.,Benzin,123 000 km,Avtomat,Arxa,Xeyr,9800 AZN
Bakı,Mercedes,C 220,1999,Universal,Ağ,2.2 L,143 a.g.,Dizel,247 000 km,Avtomat,Arxa,Xeyr,14500 AZN
Bakı,Mercedes,C 200,2006,Universal,Göy,2.2 L,136 a.g.,Dizel,390 890 km,Avtomat,Arxa,Xeyr,16600 AZN
Lənkəran,Mercedes,C 180,1993,Sedan,Yaş Asfalt,1.8 L,122 a.g.,Benzin,316 000 km,Avtomat,Arxa,Xeyr,7200 AZN
Bakı,Mercedes,C 220,1997,Sedan,Yaşıl,2.2 L,143 a.g.,Dizel,38 544 km,Mexaniki,Arxa,Xeyr,8800 AZN
Bakı,Mercedes,C 200,2001,Sedan,Gümüşü,2.0 L,136 a.g.,Benzin,228 098 km,Avtomat,Arxa,Xeyr,13400 AZN
Bakı,Mercedes,C 230,1997,Sedan,Qara,2.3 L,150 a.g.,Benzin,330 000 km,Avtomat,Arxa,Xeyr,9300 AZN
Sumqayıt,Mercedes,C 200,1999,Sedan,Qara,2.0 L,175 a.g.,Benzin,366 000 km,Avtomat,Arxa,Xeyr,12500 AZN
Sumqayıt,Mercedes,C 240,2002,Sedan,Qara,2.6 L,177 a.g.,Benzin,469 700 km,Avtomat,Arxa,Xeyr,11700 AZN
Bakı,Mercedes,C 180,2014,Sedan,Qara,1.6 L,167 a.g.,Benzin,102 000 km,Avtomat,Arxa,Xeyr,31500 $
Bakı,Mercedes,C 180,2014,Sedan,Qara,1.6 L,156 a.g.,Benzin,59 500 km,Avtomat,Arxa,Xeyr,32700 $
Sumqayıt,Mercedes,C 220,2000,Sedan,Gümüşü,2.2 L,150 a.g.,Dizel,300 000 km,Avtomat,Arxa,Xeyr,12700 AZN
Bakı,Mercedes,C 250,2014,Sedan,Ağ,1.8 L,204 a.g.,Benzin,55 000 km,Avtomat,Arxa,Xeyr,20800 $
Bakı,Mercedes,C 230,2006,Sedan,Ağ,2.3 L,205 a.g.,Benzin,192 145 km,Avtomat,Arxa,Xeyr,18500 AZN
İsmayıllı,Mercedes,C 230,1999,Universal,Yaşıl,2.3 L,150 a.g.,Benzin,278 000 km,Avtomat,Arxa,Xeyr,10400 AZN
Bakı,Mercedes,C 200,1998,Sedan,Tünd qırmızı,2.0 L,136 a.g.,Benzin,256 030 km,Avtomat,Arxa,Xeyr,10900 AZN
Bakı,Mercedes,C 230,1997,Sedan,Göy,2.3 L,150 a.g.,Benzin,280 000 km,Avtomat,Arxa,Xeyr,10900 AZN
Bakı,Mercedes,C 220,1998,Universal,Göy,2.2 L,150 a.g.,Dizel,345 000 km,Avtomat,Arxa,Xeyr,12300 AZN
Bakı,Mercedes,C 200,1994,Sedan,Yaşıl,2.0 L,136 a.g.,Benzin,253 000 km,Avtomat,Arxa,Xeyr,8200 AZN
Bakı,Mercedes,C 240,1998,Sedan,Gümüşü,2.4 L,170 a.g.,Benzin,371 000 km,Avtomat,Arxa,Xeyr,10700 AZN
Bakı,Mercedes,C 180,1997,Sedan,Göy,1.8 L,122 a.g.,Benzin,361 000 km,Avtomat,Arxa,Xeyr,10200 AZN
Sumqayıt,Mercedes,C 180,1999,Universal,Yaşıl,1.8 L,122 a.g.,Benzin,432 000 km,Mexaniki,Arxa,Xeyr,10200 AZN
Bakı,Mercedes,C 320,2000,Sedan,Göy,3.2 L,224 a.g.,Benzin,248 228 km,Avtomat,Arxa,Xeyr,11800 AZN
Bakı,Mercedes,C 200,1996,Sedan,Gümüşü,2.0 L,136 a.g.,Benzin,316 428 km,Avtomat,Arxa,Xeyr,9900 AZN
Bakı,Mercedes,C 180,1999,Sedan,Göy,1.8 L,122 a.g.,Benzin,280 000 km,Avtomat,Arxa,Xeyr,11800 AZN
Sumqayıt,Mercedes,C 200,2000,Universal,Gümüşü,2.0 L,136 a.g.,Benzin,236 000 km,Mexaniki,Arxa,Xeyr,10500 AZN
Bakı,Mercedes,C 240,2000,Sedan,Göy,2.6 L,177 a.g.,Benzin,275 000 km,Avtomat,Arxa,Xeyr,11600 AZN
Gəncə,Mercedes,C 230,1999,Sedan,Gümüşü,2.3 L,150 a.g.,Benzin,237 000 km,Avtomat,Arxa,Xeyr,10900 AZN
Bakı,Mercedes,C 220,1999,Universal,Qara,2.2 L,146 a.g.,Dizel,410 001 km,Avtomat,Arxa,Xeyr,12500 AZN
Bakı,Mercedes,C 220,1995,Sedan,Göy,2.2 L,146 a.g.,Dizel,499 999 km,Avtomat,Arxa,Xeyr,8500 AZN
Bakı,Mercedes,C 240,2001,Sedan,Gümüşü,2.6 L,177 a.g.,Benzin,240 000 km,Avtomat,Arxa,Xeyr,14300 AZN
Bakı,Mercedes,C 220,1994,Sedan,Gümüşü,2.2 L,146 a.g.,Benzin,111 111 km,Mexaniki,Arxa,Xeyr,8300 AZN
Bakı,Mercedes,C 230,1997,Sedan,Yaşıl,2.3 L,150 a.g.,Benzin,218 000 km,Avtomat,Arxa,Xeyr,10200 AZN
Bakı,Mercedes,C 180,1999,Sedan,Qara,1.8 L,122 a.g.,Benzin,345 000 km,Avtomat,Arxa,Xeyr,11700 AZN
Bakı,Mercedes,C 280,1995,Sedan,Qara,2.8 L,193 a.g.,Benzin,394 000 km,Avtomat,Arxa,Xeyr,6900 AZN
Bakı,Mercedes,C 180,1999,Sedan,Tünd qırmızı,1.8 L,122 a.g.,Benzin,275 000 km,Avtomat,Arxa,Xeyr,11500 AZN
Ağsu,Mercedes,C 230,1999,Sedan,Boz,2.3 L,150 a.g.,Benzin,200 000 km,Avtomat,Arxa,Xeyr,11400 AZN
Bakı,Mercedes,C 220,1996,Sedan,Qızılı,2.2 L,143 a.g.,Dizel,375 000 km,Mexaniki,Arxa,Xeyr,13375 AZN
Sumqayıt,Mercedes,C 200,1999,Sedan,Qara,2.0 L,175 a.g.,Benzin,366 000 km,Avtomat,Arxa,Xeyr,12500 AZN
Sumqayıt,Mercedes,C 240,2002,Sedan,Qara,2.6 L,177 a.g.,Benzin,469 700 km,Avtomat,Arxa,Xeyr,11700 AZN
Bakı,Mercedes,C 180,2014,Sedan,Qara,1.6 L,167 a.g.,Benzin,102 000 km,Avtomat,Arxa,Xeyr,31500 $
Bakı,Mercedes,C 230,1999,Sedan,Gümüşü,2.3 L,150 a.g.,Benzin,200 000 km,Avtomat,Arxa,Xeyr,11200 AZN
Bakı,Mercedes,C 220,1995,Sedan,Qara,2.2 L,146 a.g.,Benzin,300 000 km,Avtomat,Arxa,Xeyr,9500 AZN
Sumqayıt,Mercedes,C 220,2000,Sedan,Gümüşü,2.2 L,150 a.g.,Dizel,300 000 km,Avtomat,Arxa,Xeyr,12700 AZN
Bakı,Mercedes,C 180,2014,Sedan,Qara,1.6 L,156 a.g.,Benzin,59 500 km,Avtomat,Arxa,Xeyr,32700 $
Bakı,Mercedes,C 280,1998,Sedan,Qara,2.8 L,193 a.g.,Benzin,196 200 km,Avtomat,Arxa,Xeyr,10700 AZN
Bakı,Mercedes,C 240,2000,Universal,Gümüşü,2.6 L,177 a.g.,Benzin,230 000 km,Avtomat,Arxa,Xeyr,11500 AZN
Bakı,Mercedes,C 240,2001,Sedan,Qara,2.4 L,170 a.g.,Benzin,245 000 km,Avtomat,Arxa,Xeyr,12700 AZN
Xaçmaz,Mercedes,C 200,2000,Sedan,Gümüşü,2.0 L,136 a.g.,Benzin,208 000 km,Avtomat,Arxa,Xeyr,13000 AZN
Xırdalan,Mercedes,C 240,1999,Sedan,Gümüşü,2.4 L,170 a.g.,Benzin,223 580 km,Avtomat,Arxa,Xeyr,13500 AZN
Sumqayıt,Mercedes,C 180,1999,Universal,Göy,1.8 L,122 a.g.,Benzin,328 500 km,Mexaniki,Arxa,Xeyr,10500 AZN
Bakı,Mercedes,C 230,1999,Sedan,Qızılı,2.3 L,150 a.g.,Benzin,381 000 km,Avtomat,Arxa,Xeyr,10500 AZN
Bakı,Mercedes,C 200,1995,Sedan,Gümüşü,2.0 L,136 a.g.,Benzin,380 000 km,Mexaniki,Arxa,Xeyr,9000 AZN
Bakı,Mercedes,C 230,1998,Sedan,Qara,2.3 L,150 a.g.,Benzin,248 600 km,Avtomat,Arxa,Xeyr,11000 AZN
Bakı,Mercedes,C 200,2000,Sedan,Göy,2.0 L,122 a.g.,Benzin,215 674 km,Mexaniki,Arxa,Xeyr,10500 AZN
Şirvan,Mercedes,C 180,1998,Sedan,Qara,1.8 L,122 a.g.,Benzin,130 000 km,Avtomat,Arxa,Xeyr,14000 AZN
Balakən,Mercedes,C 180,1997,Sedan,Qırmızı,1.8 L,122 a.g.,Benzin,250 000 km,Mexaniki,Arxa,Xeyr,7000 AZN
Bakı,Mercedes,C 180,1994,Sedan,Boz,1.8 L,122 a.g.,Benzin,312 000 km,Avtomat,Arxa,Xeyr,8300 AZN
Bakı,Mercedes,C 220,1994,Sedan,Boz,2.2 L,146 a.g.,Benzin,320 000 km,Avtomat,Arxa,Xeyr,8500 AZN
Bakı,Mercedes,C 240,1999,Sedan,Mavi,2.6 L,170 a.g.,Benzin,241 000 km,Avtomat,Arxa,Xeyr,14500 AZN
Bakı,Mercedes,C 200,1999,Sedan,Gümüşü,2.0 L,136 a.g.,Benzin,347 700 km,Avtomat,Arxa,Xeyr,12500 AZN
Oğuz,Mercedes,C 200,1994,Offroader / SUV,Yaşıl,2.0 L,136 a.g.,Benzin,368 482 km,Avtomat,Arxa,Xeyr,8300 AZN
Bakı,Mercedes,C 180,1996,Sedan,Göy,1.8 L,122 a.g.,Benzin,370 000 km,Mexaniki,Arxa,Xeyr,8200 AZN
Bakı,Mercedes,C 180,1997,Sedan,Göy,1.8 L,122 a.g.,Benzin,177 000 km,Avtomat,Arxa,Xeyr,10400 AZN
Bakı,Mercedes,C 250,2013,Sedan,Yaş Asfalt,1.8 L,204 a.g.,Benzin,62 500 km,Avtomat,Arxa,Xeyr,17500 $
Bakı,Mercedes,C 220,2002,Universal,Boz,2.2 L,143 a.g.,Dizel,395 000 km,Avtomat,Arxa,Xeyr,12550 AZN
Göyçay,Mercedes,C 200,1997,Sedan,Gümüşü,2.0 L,136 a.g.,Benzin,249 000 km,Avtomat,Arxa,Xeyr,12000 AZN
Sumqayıt,Mercedes,C 180,1997,Sedan,Çəhrayı,1.8 L,122 a.g.,Benzin,217 600 km,Avtomat,Arxa,Xeyr,12400 AZN
Bakı,Mercedes,C 300,2007,Sedan,Ağ,3.0 L,230 a.g.,Benzin,190 000 km,Avtomat,Arxa,Xeyr,29900 AZN
Sumqayıt,Mercedes,C 240,2002,Sedan,Qara,2.6 L,177 a.g.,Benzin,469 700 km,Avtomat,Arxa,Xeyr,11700 AZN
Sumqayıt,Mercedes,C 200,1999,Sedan,Qara,2.0 L,175 a.g.,Benzin,366 000 km,Avtomat,Arxa,Xeyr,12500 AZN
Bakı,Mercedes,C 180,2014,Sedan,Qara,1.6 L,167 a.g.,Benzin,102 000 km,Avtomat,Arxa,Xeyr,31500 $
Şirvan,Mercedes,C 180,1998,Sedan,Göy,1.8 L,125 a.g.,Benzin,556 680 km,Avtomat,Arxa,Xeyr,9700 AZN
Bakı,Mercedes,C 230,2006,Sedan,Ağ,2.3 L,205 a.g.,Benzin,192 145 km,Avtomat,Arxa,Xeyr,18500 AZN
Bakı,Mercedes,C 280,1995,Sedan,Qara,2.8 L,193 a.g.,Benzin,394 000 km,Avtomat,Arxa,Xeyr,6900 AZN
Bakı,Mercedes,C 230,1999,Sedan,Gümüşü,2.3 L,150 a.g.,Benzin,200 000 km,Avtomat,Arxa,Xeyr,11200 AZN
Bakı,Mercedes,C 240,1999,Sedan,Göy,2.4 L,170 a.g.,Benzin,241 000 km,Avtomat,Arxa,Xeyr,12300 AZN
Bakı,Mercedes,C 200,1995,Sedan,Göy,2.0 L,136 a.g.,Benzin,289 500 km,Avtomat,Arxa,Xeyr,8600 AZN
Bakı,Mercedes,C 240,1998,Sedan,Tünd qırmızı,2.4 L,170 a.g.,Benzin,276 836 km,Mexaniki,Tam,Xeyr,9900 AZN
Gəncə,Mercedes,C 200,1994,Sedan,Yaşıl,2.0 L,136 a.g.,Benzin,699 000 km,Mexaniki,Arxa,Xeyr,7300 AZN
Bakı,Mercedes,C 230,1999,Sedan,Qara,2.3 L,150 a.g.,Benzin,176 000 km,Avtomat,Arxa,Xeyr,12300 AZN
Bakı,Mercedes,C 230,1999,Sedan,Ağ,2.3 L,197 a.g.,Benzin,210 000 km,Avtomat,Arxa,Xeyr,11300 AZN
Bakı,Mercedes,C 180,1999,Sedan,Göy,1.8 L,122 a.g.,Benzin,265 322 km,Avtomat,Arxa,Xeyr,11700 AZN
Bakı,Mercedes,C 220,2000,Sedan,Gümüşü,2.2 L,143 a.g.,Dizel,440 000 km,Avtomat,Arxa,Xeyr,12500 AZN
Bakı,Mercedes,C 240,1999,Sedan,Boz,2.4 L,170 a.g.,Benzin,198 000 km,Avtomat,Arxa,Xeyr,12600 AZN
